Sales,TV_Ad_Spend,SocialMedia_Ad_Spend,Store_Visits,Discount_Percentage,Competitor_Price,Holiday_Season
11485.443378643291,21854.30534813131,13124.746799071305,3759.4649749644573,26.31477472862058,17.595079442271594,0
11494.14966479606,47782.14378844623,9726.556617149668,4429.289000462321,27.2151732035388,25.79451811954512,0
14089.623262760466,37939.72738151323,19325.471972414874,2423.263401819205,11.351169652663213,27.307726547922996,1
9999.30065548081,31939.631788866645,5160.590568700525,1588.0579120323564,6.9489216705338706,25.154105423159187,1
9963.93921814218,12020.838819909644,12169.271903979872,1730.4635569062152,5.749831525722841,25.35194431132007,1
12451.687286851564,12019.753415129118,14303.99028481423,3545.3516401490906,26.458592870833183,18.247677077435323,1
15045.267217405348,7613.762547568976,16685.72529756225,2924.278563159182,6.936675675614818,26.97149134080039,1
6424.457425769773,43977.92655987208,8732.449578132135,2535.1718286908344,15.925171404075531,34.53562692905287,0
5927.5507607520285,32050.175528444397,14051.516245492148,1173.3155781256355,9.952178492358897,34.516389125438785,0
13579.913887522163,36863.26600082205,6760.827956301373,4402.187299994736,14.968063149294524,21.982883096043864,0
8184.526988986849,5926.30224331111,9274.045754874585,3948.898148035549,10.373010551226079,29.568999452078028,0
5339.775474300505,48645.94334728974,18016.915492864584,875.065288348302,8.78846148199089,23.83143727989182,0
13806.613480811762,42459.91883601898,19048.244577288133,1963.4645820902558,12.819690038375267,17.755201654319542,1
7373.753839005011,14555.259980522427,14657.52959161803,2802.2340494666787,9.987766101580696,29.807588910111534,0
10135.54021789224,13182.123524319528,8112.685924747516,2380.825389303354,25.19073913728593,21.88084144808453,1
4966.480359872277,13253.202943404522,16581.098009518617,2109.4200259411446,17.41969831044767,30.21857076768602,0
14747.79777301918,18690.900933179197,1491.4745527829834,3650.393108290541,5.285010826183304,22.58753385790782,1
2905.5495576269973,28614.039423450704,2952.172300249,461.61682034161976,7.078370989390565,18.500291706045076,0
7508.284408177683,24437.52583889521,13566.100991131862,2462.769627804521,1.6066049296724738,32.06040592490347,0
5685.549130873043,18105.311308911885,6533.722930131091,1458.4721138700866,8.990659004016502,16.03726366509328,0
5436.81572618153,32533.380262507075,19076.338149609077,606.168249126843,20.085544736224158,22.31143580054529,0
10539.246705201833,11277.223729341884,9285.15162975379,2431.4583584142347,5.488751097256909,28.450775148901393,1
4287.654354808056,18146.509184084818,9157.931587394363,1022.56971713873,2.9760707062635863,32.727270471352526,0
5822.498979163611,21486.282948216125,13883.510693627693,1439.4765530730015,9.630461581738473,18.22211573908579,0
8498.184570422667,25523.149289766618,15583.802683817603,2633.641901648364,18.375667004714643,16.921097316251913,0
12872.90706801327,40332.91826268561,10035.616024377594,4873.803103677543,14.183401373221772,21.042755027282517,0
7821.134079022227,13985.320197126188,5066.017132522758,3484.4240326570684,9.96570784414495,20.12380413351815,0
11657.518163978844,28140.54972861252,15692.864211786811,1542.1846311527588,26.488552738014217,28.884864825791112,1
10382.944343203073,31658.655598791913,7086.674222598924,2035.5490523618073,14.056730925368091,19.75332415806637,1
9847.937933505968,7090.2685723998975,4327.104616583294,2149.4391311406907,13.651400114931073,27.4795056553956,1
9990.959313952815,32339.518335564728,13001.163608575253,937.4605920530103,0.9497027323627394,28.12013083975923,1
9393.5310754108,12673.585565928119,2718.619672816658,971.1401065264675,19.180284947378105,31.111685655307255,1
5850.547874109461,7927.321684337578,19455.700826635042,912.2946727393495,13.780346535037063,27.068464001683346,0
8662.849900292029,47699.8491764,13015.548023830603,2703.987861137201,4.352314164161706,33.41966289106615,0
10797.938450329819,48453.44148835517,19732.01489751336,3436.0932163505995,7.312175460179546,28.841932739759834,0
8500.423049780242,41377.88066524075,7438.975046094085,3035.459286131968,6.070911953530112,19.848862345009373,0
10541.851887173483,18707.61961280168,19452.89806261756,4893.282490176073,3.66294662777047,33.79732450445704,0
2283.802188021164,9395.245130287274,3765.682706843848,804.197946836729,13.066241009963612,18.79960433858217,0
